subject,index,weight,i,j,k,x(mm),y(mm),z(mm)
1,458711,0.4000,71,27,47,-50,-74,20
1,458712,0.2000,72,27,47,-52,-74,20
1,458799,0.2000,68,28,47,-44,-72,20
1,458800,0.2000,69,28,47,-46,-72,20
1,458801,0.2000,70,28,47,-48,-72,20
1,458803,0.4000,72,28,47,-52,-72,20
1,459261,0.2000,75,33,47,-58,-62,20
1,459262,1.0000,76,33,47,-60,-62,20
1,459352,0.2000,75,34,47,-58,-60,20
1,459353,1.0000,76,34,47,-60,-60,20
1,459432,0.2000,64,35,47,-36,-58,20
1,459444,0.8000,76,35,47,-60,-58,20
1,459535,0.8000,76,36,47,-60,-56,20
1,459536,1.0000,77,36,47,-62,-56,20
1,459626,0.8000,76,37,47,-60,-54,20
1,459627,1.0000,77,37,47,-62,-54,20
1,459717,0.4000,76,38,47,-60,-52,20
1,462261,0.4000,72,66,47,-52,4,20
1,462262,0.6000,73,66,47,-54,4,20
1,462263,1.0000,74,66,47,-56,4,20
1,462264,1.0000,75,66,47,-58,4,20
1,462351,0.2000,71,67,47,-50,6,20
1,462352,0.2000,72,67,47,-52,6,20
1,462354,0.6000,74,67,47,-56,6,20
1,462355,1.0000,75,67,47,-58,6,20
1,462445,0.4000,74,68,47,-56,8,20
1,462446,0.8000,75,68,47,-58,8,20
1,462526,0.6000,64,69,47,-36,10,20
1,462527,0.2000,65,69,47,-38,10,20
1,462537,0.4000,75,69,47,-58,10,20
1,462538,0.2000,76,69,47,-60,10,20
1,462618,0.4000,65,70,47,-38,12,20
1,462619,0.6000,66,70,47,-40,12,20
1,462620,0.4000,67,70,47,-42,12,20
1,462628,0.2000,75,70,47,-58,12,20
1,462710,0.2000,66,71,47,-40,14,20
1,462711,0.2000,67,71,47,-42,14,20
1,462718,0.4000,74,71,47,-56,14,20
1,462719,0.4000,75,71,47,-58,14,20
1,462808,0.2000,73,72,47,-54,16,20
1,462809,0.6000,74,72,47,-56,16,20
1,462899,0.6000,73,73,47,-54,18,20
1,462900,0.6000,74,73,47,-56,18,20
1,468534,0.2000,66,26,48,-40,-76,22
1,468535,0.2000,67,26,48,-42,-76,22
1,468624,0.2000,65,27,48,-38,-74,22
1,468625,0.2000,66,27,48,-40,-74,22
1,468626,0.2000,67,27,48,-42,-74,22
1,468627,0.2000,68,27,48,-44,-74,22
1,468630,0.2000,71,27,48,-50,-74,22
1,468631,0.2000,72,27,48,-52,-74,22
1,468715,0.2000,65,28,48,-38,-72,22
1,468718,0.2000,68,28,48,-44,-72,22
1,468719,0.2000,69,28,48,-46,-72,22
1,468723,0.2000,73,28,48,-54,-72,22
1,469089,0.4000,75,32,48,-58,-64,22
1,469169,0.2000,64,33,48,-36,-62,22
1,469170,0.2000,65,33,48,-38,-62,22
1,469180,1.0000,75,33,48,-58,-62,22
1,469181,1.0000,76,33,48,-60,-62,22
1,469260,0.4000,64,34,48,-36,-60,22
1,469261,0.2000,65,34,48,-38,-60,22
1,469271,0.6000,75,34,48,-58,-60,22
1,469272,1.0000,76,34,48,-60,-60,22
1,469351,0.4000,64,35,48,-36,-58,22
1,469352,0.4000,65,35,48,-38,-58,22
1,469353,0.2000,66,35,48,-40,-58,22
1,469363,1.0000,76,35,48,-60,-58,22
1,469443,0.2000,65,36,48,-38,-56,22
1,469454,0.8000,76,36,48,-60,-56,22
1,469455,1.0000,77,36,48,-62,-56,22
1,469545,0.2000,76,37,48,-60,-54,22
1,469546,0.8000,77,37,48,-62,-54,22
1,472181,0.2000,73,66,48,-54,4,22
1,472182,1.0000,74,66,48,-56,4,22
1,472183,1.0000,75,66,48,-58,4,22
1,472263,0.8000,64,67,48,-36,6,22
1,472264,0.2000,65,67,48,-38,6,22
1,472273,0.8000,74,67,48,-56,6,22
1,472274,1.0000,75,67,48,-58,6,22
1,472353,1.0000,63,68,48,-34,8,22
1,472354,1.0000,64,68,48,-36,8,22
1,472355,1.0000,65,68,48,-38,8,22
1,472356,0.6000,66,68,48,-40,8,22
1,472364,0.4000,74,68,48,-56,8,22
1,472365,0.8000,75,68,48,-58,8,22
1,472444,0.2000,63,69,48,-34,10,22
1,472445,1.0000,64,69,48,-36,10,22
1,472446,1.0000,65,69,48,-38,10,22
1,472447,0.8000,66,69,48,-40,10,22
1,472448,0.6000,67,69,48,-42,10,22
1,472449,0.6000,68,69,48,-44,10,22
1,472450,0.2000,69,69,48,-46,10,22
1,472456,0.4000,75,69,48,-58,10,22
1,472457,0.2000,76,69,48,-60,10,22
1,472536,0.4000,64,70,48,-36,12,22
1,472537,0.8000,65,70,48,-38,12,22
1,472538,0.8000,66,70,48,-40,12,22
1,472539,0.8000,67,70,48,-42,12,22
1,472540,0.6000,68,70,48,-44,12,22
1,472541,0.2000,69,70,48,-46,12,22
1,472542,0.2000,70,70,48,-48,12,22
1,472543,0.4000,71,70,48,-50,12,22
1,472544,0.6000,72,70,48,-52,12,22
1,472545,0.6000,73,70,48,-54,12,22
1,472546,0.4000,74,70,48,-56,12,22
1,472547,0.4000,75,70,48,-58,12,22
1,472548,0.2000,76,70,48,-60,12,22
1,472628,0.2000,65,71,48,-38,14,22
1,472629,0.6000,66,71,48,-40,14,22
1,472630,0.4000,67,71,48,-42,14,22
1,472631,0.4000,68,71,48,-44,14,22
1,472633,0.2000,70,71,48,-48,14,22
1,472634,0.4000,71,71,48,-50,14,22
1,472635,0.8000,72,71,48,-52,14,22
1,472636,1.0000,73,71,48,-54,14,22
1,472637,1.0000,74,71,48,-56,14,22
1,472638,0.4000,75,71,48,-58,14,22
1,472726,0.4000,72,72,48,-52,16,22
1,472727,1.0000,73,72,48,-54,16,22
1,472728,0.8000,74,72,48,-56,16,22
1,478272,0.2000,67,24,49,-42,-80,24
1,478273,0.4000,68,24,49,-44,-80,24
1,478361,0.2000,65,25,49,-38,-78,24
1,478362,0.4000,66,25,49,-40,-78,24
1,478363,0.2000,67,25,49,-42,-78,24
1,478364,0.2000,68,25,49,-44,-78,24
1,478365,0.2000,69,25,49,-46,-78,24
1,478452,0.2000,65,26,49,-38,-76,24
1,478453,0.2000,66,26,49,-40,-76,24
1,478454,0.2000,67,26,49,-42,-76,24
1,478455,0.2000,68,26,49,-44,-76,24
1,478544,0.2000,66,27,49,-40,-74,24
1,478545,0.2000,67,27,49,-42,-74,24
1,478546,0.2000,68,27,49,-44,-74,24
1,478550,0.2000,72,27,49,-52,-74,24
1,478997,0.2000,64,32,49,-36,-64,24
1,478998,0.2000,65,32,49,-38,-64,24
1,478999,0.2000,66,32,49,-40,-64,24
1,479008,0.2000,75,32,49,-58,-64,24
1,479088,0.4000,64,33,49,-36,-62,24
1,479089,0.2000,65,33,49,-38,-62,24
1,479090,0.2000,66,33,49,-40,-62,24
1,479098,0.4000,74,33,49,-56,-62,24
1,479099,0.8000,75,33,49,-58,-62,24
1,479100,0.4000,76,33,49,-60,-62,24
1,479179,0.6000,64,34,49,-36,-60,24
1,479180,0.6000,65,34,49,-38,-60,24
1,479190,1.0000,75,34,49,-58,-60,24
1,479191,0.8000,76,34,49,-60,-60,24
1,479270,0.6000,64,35,49,-36,-58,24
1,479271,0.6000,65,35,49,-38,-58,24
1,479272,0.2000,66,35,49,-40,-58,24
1,479282,1.0000,76,35,49,-60,-58,24
1,479362,0.2000,65,36,49,-38,-56,24
1,479373,0.6000,76,36,49,-60,-56,24
1,482091,0.2000,64,66,49,-36,4,24
1,482092,0.2000,65,66,49,-38,4,24
1,482101,1.0000,74,66,49,-56,4,24
1,482181,0.8000,63,67,49,-34,6,24
1,482182,1.0000,64,67,49,-36,6,24
1,482183,1.0000,65,67,49,-38,6,24
1,482184,0.6000,66,67,49,-40,6,24
1,482192,0.6000,74,67,49,-56,6,24
1,482193,1.0000,75,67,49,-58,6,24
1,482272,0.4000,63,68,49,-34,8,24
1,482273,1.0000,64,68,49,-36,8,24
1,482274,1.0000,65,68,49,-38,8,24
1,482275,0.8000,66,68,49,-40,8,24
1,482276,0.8000,67,68,49,-42,8,24
1,482277,0.8000,68,68,49,-44,8,24
1,482278,0.6000,69,68,49,-46,8,24
1,482283,0.2000,74,68,49,-56,8,24
1,482284,0.8000,75,68,49,-58,8,24
1,482363,0.2000,63,69,49,-34,10,24
1,482364,1.0000,64,69,49,-36,10,24
1,482365,1.0000,65,69,49,-38,10,24
1,482366,1.0000,66,69,49,-40,10,24
1,482367,1.0000,67,69,49,-42,10,24
1,482368,1.0000,68,69,49,-44,10,24
1,482369,1.0000,69,69,49,-46,10,24
1,482370,0.8000,70,69,49,-48,10,24
1,482373,0.4000,73,69,49,-54,10,24
1,482374,0.6000,74,69,49,-56,10,24
1,482375,0.8000,75,69,49,-58,10,24
1,482376,0.2000,76,69,49,-60,10,24
1,482455,0.4000,64,70,49,-36,12,24
1,482456,0.8000,65,70,49,-38,12,24
1,482457,0.8000,66,70,49,-40,12,24
1,482458,0.8000,67,70,49,-42,12,24
1,482459,1.0000,68,70,49,-44,12,24
1,482460,1.0000,69,70,49,-46,12,24
1,482461,0.8000,70,70,49,-48,12,24
1,482462,0.8000,71,70,49,-50,12,24
1,482463,1.0000,72,70,49,-52,12,24
1,482464,1.0000,73,70,49,-54,12,24
1,482465,1.0000,74,70,49,-56,12,24
1,482466,0.8000,75,70,49,-58,12,24
1,482548,0.2000,66,71,49,-40,14,24
1,482549,0.2000,67,71,49,-42,14,24
1,482550,0.2000,68,71,49,-44,14,24
1,482551,0.8000,69,71,49,-46,14,24
1,482552,0.8000,70,71,49,-48,14,24
1,482553,0.8000,71,71,49,-50,14,24
1,482554,1.0000,72,71,49,-52,14,24
1,482555,1.0000,73,71,49,-54,14,24
1,482556,1.0000,74,71,49,-56,14,24
1,482557,0.8000,75,71,49,-58,14,24
1,482645,0.4000,72,72,49,-52,16,24
1,482646,1.0000,73,72,49,-54,16,24
1,482647,1.0000,74,72,49,-56,16,24
1,488099,0.2000,66,23,50,-40,-82,26
1,488191,0.6000,67,24,50,-42,-80,26
1,488192,1.0000,68,24,50,-44,-80,26
1,488280,0.2000,65,25,50,-38,-78,26
1,488281,0.4000,66,25,50,-40,-78,26
1,488282,0.2000,67,25,50,-42,-78,26
1,488283,0.4000,68,25,50,-44,-78,26
1,488284,0.8000,69,25,50,-46,-78,26
1,488285,0.2000,70,25,50,-48,-78,26
1,488372,0.2000,66,26,50,-40,-76,26
1,488373,0.2000,67,26,50,-42,-76,26
1,488376,0.2000,70,26,50,-48,-76,26
1,488469,0.2000,72,27,50,-52,-74,26
1,488825,0.2000,64,31,50,-36,-66,26
1,488826,0.2000,65,31,50,-38,-66,26
1,488827,0.2000,66,31,50,-40,-66,26
1,488828,0.2000,67,31,50,-42,-66,26
1,488916,0.2000,64,32,50,-36,-64,26
1,488917,0.4000,65,32,50,-38,-64,26
1,488918,0.4000,66,32,50,-40,-64,26
1,488919,0.4000,67,32,50,-42,-64,26
1,488926,0.2000,74,32,50,-56,-64,26
1,488927,0.2000,75,32,50,-58,-64,26
1,489007,0.6000,64,33,50,-36,-62,26
1,489008,0.6000,65,33,50,-38,-62,26
1,489009,0.2000,66,33,50,-40,-62,26
1,489010,0.2000,67,33,50,-42,-62,26
1,489017,0.8000,74,33,50,-56,-62,26
1,489018,0.4000,75,33,50,-58,-62,26
1,489098,0.6000,64,34,50,-36,-60,26
1,489099,0.6000,65,34,50,-38,-60,26
1,489100,0.2000,66,34,50,-40,-60,26
1,489109,0.8000,75,34,50,-58,-60,26
1,489110,0.2000,76,34,50,-60,-60,26
1,489189,0.2000,64,35,50,-36,-58,26
1,489190,0.2000,65,35,50,-38,-58,26
1,489191,0.2000,66,35,50,-40,-58,26
1,489200,0.2000,75,35,50,-58,-58,26
1,489201,0.8000,76,35,50,-60,-58,26
1,489292,0.6000,76,36,50,-60,-56,26
1,491920,0.2000,65,65,50,-38,2,26
1,491921,0.2000,66,65,50,-40,2,26
1,492010,0.8000,64,66,50,-36,4,26
1,492011,0.8000,65,66,50,-38,4,26
1,492012,0.2000,66,66,50,-40,4,26
1,492100,0.2000,63,67,50,-34,6,26
1,492101,1.0000,64,67,50,-36,6,26
1,492102,1.0000,65,67,50,-38,6,26
1,492103,0.8000,66,67,50,-40,6,26
1,492104,0.6000,67,67,50,-42,6,26
1,492105,0.4000,68,67,50,-44,6,26
1,492111,0.2000,74,67,50,-56,6,26
1,492191,0.2000,63,68,50,-34,8,26
1,492192,0.8000,64,68,50,-36,8,26
1,492193,1.0000,65,68,50,-38,8,26
1,492194,1.0000,66,68,50,-40,8,26
1,492195,1.0000,67,68,50,-42,8,26
1,492196,1.0000,68,68,50,-44,8,26
1,492197,1.0000,69,68,50,-46,8,26
1,492198,0.2000,70,68,50,-48,8,26
1,492202,0.4000,74,68,50,-56,8,26
1,492203,0.6000,75,68,50,-58,8,26
1,492283,0.8000,64,69,50,-36,10,26
1,492284,1.0000,65,69,50,-38,10,26
1,492285,1.0000,66,69,50,-40,10,26
1,492286,1.0000,67,69,50,-42,10,26
1,492287,1.0000,68,69,50,-44,10,26
1,492288,1.0000,69,69,50,-46,10,26
1,492289,1.0000,70,69,50,-48,10,26
1,492290,0.8000,71,69,50,-50,10,26
1,492291,0.8000,72,69,50,-52,10,26
1,492292,0.8000,73,69,50,-54,10,26
1,492293,1.0000,74,69,50,-56,10,26
1,492294,0.6000,75,69,50,-58,10,26
1,492375,0.8000,65,70,50,-38,12,26
1,492376,0.6000,66,70,50,-40,12,26
1,492377,0.4000,67,70,50,-42,12,26
1,492378,1.0000,68,70,50,-44,12,26
1,492379,1.0000,69,70,50,-46,12,26
1,492380,1.0000,70,70,50,-48,12,26
1,492381,1.0000,71,70,50,-50,12,26
1,492382,1.0000,72,70,50,-52,12,26
1,492383,1.0000,73,70,50,-54,12,26
1,492384,1.0000,74,70,50,-56,12,26
1,492385,1.0000,75,70,50,-58,12,26
1,492470,0.2000,69,71,50,-46,14,26
1,492471,1.0000,70,71,50,-48,14,26
1,492472,1.0000,71,71,50,-50,14,26
1,492473,1.0000,72,71,50,-52,14,26
1,492474,1.0000,73,71,50,-54,14,26
1,492475,1.0000,74,71,50,-56,14,26
1,492476,0.6000,75,71,50,-58,14,26
1,492564,0.2000,72,72,50,-52,16,26
1,492565,0.8000,73,72,50,-54,16,26
1,492566,0.6000,74,72,50,-56,16,26
1,498018,0.6000,66,23,51,-40,-82,28
1,498110,0.6000,67,24,51,-42,-80,28
1,498111,1.0000,68,24,51,-44,-80,28
1,498202,1.0000,68,25,51,-44,-78,28
1,498203,1.0000,69,25,51,-46,-78,28
1,498296,0.2000,71,26,51,-50,-76,28
1,498653,0.2000,64,30,51,-36,-68,28
1,498654,0.2000,65,30,51,-38,-68,28
1,498744,0.4000,64,31,51,-36,-66,28
1,498745,0.4000,65,31,51,-38,-66,28
1,498746,0.4000,66,31,51,-40,-66,28
1,498747,0.8000,67,31,51,-42,-66,28
1,498748,0.6000,68,31,51,-44,-66,28
1,498835,0.4000,64,32,51,-36,-64,28
1,498836,0.6000,65,32,51,-38,-64,28
1,498837,0.8000,66,32,51,-40,-64,28
1,498838,1.0000,67,32,51,-42,-64,28
1,498839,0.6000,68,32,51,-44,-64,28
1,498845,0.4000,74,32,51,-56,-64,28
1,498846,0.2000,75,32,51,-58,-64,28
1,498926,0.4000,64,33,51,-36,-62,28
1,498927,0.6000,65,33,51,-38,-62,28
1,498928,0.4000,66,33,51,-40,-62,28
1,498929,0.4000,67,33,51,-42,-62,28
1,498936,1.0000,74,33,51,-56,-62,28
1,498937,0.4000,75,33,51,-58,-62,28
1,499018,0.4000,65,34,51,-38,-60,28
1,499019,0.2000,66,34,51,-40,-60,28
1,499028,0.6000,75,34,51,-58,-60,28
1,499109,0.2000,65,35,51,-38,-58,28
1,499119,0.4000,75,35,51,-58,-58,28
1,499120,0.2000,76,35,51,-60,-58,28
1,499211,0.6000,76,36,51,-60,-56,28
1,501930,0.6000,65,66,51,-38,4,28
1,501931,0.2000,66,66,51,-40,4,28
1,501932,0.2000,67,66,51,-42,4,28
1,502020,0.4000,64,67,51,-36,6,28
1,502021,0.8000,65,67,51,-38,6,28
1,502022,1.0000,66,67,51,-40,6,28
1,502023,0.6000,67,67,51,-42,6,28
1,502024,0.8000,68,67,51,-44,6,28
1,502025,0.4000,69,67,51,-46,6,28
1,502111,0.6000,64,68,51,-36,8,28
1,502112,0.8000,65,68,51,-38,8,28
1,502113,1.0000,66,68,51,-40,8,28
1,502114,1.0000,67,68,51,-42,8,28
1,502115,1.0000,68,68,51,-44,8,28
1,502116,1.0000,69,68,51,-46,8,28
1,502117,0.6000,70,68,51,-48,8,28
1,502121,0.6000,74,68,51,-56,8,28
1,502203,0.6000,65,69,51,-38,10,28
1,502204,1.0000,66,69,51,-40,10,28
1,502205,1.0000,67,69,51,-42,10,28
1,502206,1.0000,68,69,51,-44,10,28
1,502207,1.0000,69,69,51,-46,10,28
1,502208,1.0000,70,69,51,-48,10,28
1,502209,0.8000,71,69,51,-50,10,28
1,502210,0.6000,72,69,51,-52,10,28
1,502211,0.8000,73,69,51,-54,10,28
1,502212,0.8000,74,69,51,-56,10,28
1,502213,0.4000,75,69,51,-58,10,28
1,502295,0.2000,66,70,51,-40,12,28
1,502296,0.2000,67,70,51,-42,12,28
1,502297,0.4000,68,70,51,-44,12,28
1,502298,0.8000,69,70,51,-46,12,28
1,502299,0.8000,70,70,51,-48,12,28
1,502300,0.8000,71,70,51,-50,12,28
1,502301,0.8000,72,70,51,-52,12,28
1,502302,1.0000,73,70,51,-54,12,28
1,502303,1.0000,74,70,51,-56,12,28
1,502304,0.6000,75,70,51,-58,12,28
1,502390,0.4000,70,71,51,-48,14,28
1,502391,0.8000,71,71,51,-50,14,28
1,502392,0.8000,72,71,51,-52,14,28
1,502393,1.0000,73,71,51,-54,14,28
1,502394,1.0000,74,71,51,-56,14,28
1,502395,0.2000,75,71,51,-58,14,28
1,502484,0.2000,73,72,51,-54,16,28
1,507844,0.2000,64,22,52,-36,-84,30
1,507931,0.2000,60,23,52,-28,-82,30
1,507937,1.0000,66,23,52,-40,-82,30
1,508022,0.2000,60,24,52,-28,-80,30
1,508023,0.8000,61,24,52,-30,-80,30
1,508024,0.2000,62,24,52,-32,-80,30
1,508029,1.0000,67,24,52,-42,-80,30
1,508030,1.0000,68,24,52,-44,-80,30
1,508113,0.2000,60,25,52,-28,-78,30
1,508114,0.2000,61,25,52,-30,-78,30
1,508121,0.8000,68,25,52,-44,-78,30
1,508122,0.6000,69,25,52,-46,-78,30
1,508573,0.4000,65,30,52,-38,-68,30
1,508574,0.2000,66,30,52,-40,-68,30
1,508575,0.4000,67,30,52,-42,-68,30
1,508576,0.4000,68,30,52,-44,-68,30
1,508663,0.2000,64,31,52,-36,-66,30
1,508664,0.4000,65,31,52,-38,-66,30
1,508665,0.6000,66,31,52,-40,-66,30
1,508666,0.6000,67,31,52,-42,-66,30
1,508667,0.8000,68,31,52,-44,-66,30
1,508673,0.2000,74,31,52,-56,-66,30
1,508755,0.4000,65,32,52,-38,-64,30
1,508756,0.4000,66,32,52,-40,-64,30
1,508757,0.8000,67,32,52,-42,-64,30
1,508758,0.6000,68,32,52,-44,-64,30
1,508764,0.8000,74,32,52,-56,-64,30
1,508846,0.4000,65,33,52,-38,-62,30
1,508847,0.4000,66,33,52,-40,-62,30
1,508855,0.8000,74,33,52,-56,-62,30
1,508856,0.2000,75,33,52,-58,-62,30
1,508937,0.2000,65,34,52,-38,-60,30
1,508946,0.2000,74,34,52,-56,-60,30
1,508947,0.4000,75,34,52,-58,-60,30
1,509038,0.8000,75,35,52,-58,-58,30
1,509129,0.4000,75,36,52,-58,-56,30
1,511851,0.2000,67,66,52,-42,4,30
1,511941,0.4000,66,67,52,-40,6,30
1,511942,0.8000,67,67,52,-42,6,30
1,511943,0.8000,68,67,52,-44,6,30
1,511944,0.6000,69,67,52,-46,6,30
1,512032,0.4000,66,68,52,-40,8,30
1,512033,1.0000,67,68,52,-42,8,30
1,512034,1.0000,68,68,52,-44,8,30
1,512035,0.6000,69,68,52,-46,8,30
1,512039,0.4000,73,68,52,-54,8,30
1,512124,0.2000,67,69,52,-42,10,30
1,512130,0.2000,73,69,52,-54,10,30
1,512131,0.6000,74,69,52,-56,10,30
1,512222,0.4000,74,70,52,-56,12,30
1,512223,0.4000,75,70,52,-58,12,30
1,512312,0.4000,73,71,52,-54,14,30
1,512313,0.6000,74,71,52,-56,14,30
1,517759,0.2000,60,22,53,-28,-84,32
1,517849,0.2000,59,23,53,-26,-82,32
1,517850,1.0000,60,23,53,-28,-82,32
1,517851,1.0000,61,23,53,-30,-82,32
1,517855,0.2000,65,23,53,-38,-82,32
1,517940,0.2000,59,24,53,-26,-80,32
1,517941,0.6000,60,24,53,-28,-80,32
1,517942,1.0000,61,24,53,-30,-80,32
1,517943,0.4000,62,24,53,-32,-80,32
1,517948,0.4000,67,24,53,-42,-80,32
1,518032,0.2000,60,25,53,-28,-78,32
1,518033,0.2000,61,25,53,-30,-78,32
1,518040,0.2000,68,25,53,-44,-78,32
1,518041,0.2000,69,25,53,-46,-78,32
1,518402,0.2000,66,29,53,-40,-70,32
1,518403,0.2000,67,29,53,-42,-70,32
1,518404,0.2000,68,29,53,-44,-70,32
1,518492,0.2000,65,30,53,-38,-68,32
1,518493,0.2000,66,30,53,-40,-68,32
1,518494,0.4000,67,30,53,-42,-68,32
1,518495,0.4000,68,30,53,-44,-68,32
1,518583,0.2000,65,31,53,-38,-66,32
1,518584,0.4000,66,31,53,-40,-66,32
1,518585,0.4000,67,31,53,-42,-66,32
1,518586,0.4000,68,31,53,-44,-66,32
1,518587,0.4000,69,31,53,-46,-66,32
1,518678,0.2000,69,32,53,-46,-64,32
1,518679,0.2000,70,32,53,-48,-64,32
1,518682,0.8000,73,32,53,-54,-64,32
1,518683,0.6000,74,32,53,-56,-64,32
1,518771,0.4000,71,33,53,-50,-62,32
1,518772,0.4000,72,33,53,-52,-62,32
1,518773,0.6000,73,33,53,-54,-62,32
1,518774,0.8000,74,33,53,-56,-62,32
1,518861,0.2000,70,34,53,-48,-60,32
1,518862,0.8000,71,34,53,-50,-60,32
1,518863,0.6000,72,34,53,-52,-60,32
1,518864,0.2000,73,34,53,-54,-60,32
1,518865,0.2000,74,34,53,-56,-60,32
1,521675,0.2000,63,65,53,-34,2,32
1,521861,0.2000,67,67,53,-42,6,32
1,527678,1.0000,60,22,54,-28,-84,34
1,527679,1.0000,61,22,54,-30,-84,34
1,527680,0.4000,62,22,54,-32,-84,34
1,527681,0.2000,63,22,54,-34,-84,34
1,527768,0.8000,59,23,54,-26,-82,34
1,527769,1.0000,60,23,54,-28,-82,34
1,527770,1.0000,61,23,54,-30,-82,34
1,527771,0.4000,62,23,54,-32,-82,34
1,527858,0.2000,58,24,54,-24,-80,34
1,527859,0.2000,59,24,54,-26,-80,34
1,527860,0.6000,60,24,54,-28,-80,34
1,527861,0.8000,61,24,54,-30,-80,34
1,527959,0.2000,68,25,54,-44,-78,34
1,528050,0.2000,68,26,54,-44,-76,34
1,528051,0.2000,69,26,54,-46,-76,34
1,528142,0.2000,69,27,54,-46,-74,34
1,528234,0.2000,70,28,54,-48,-72,34
1,528321,0.2000,66,29,54,-40,-70,34
1,528322,0.4000,67,29,54,-42,-70,34
1,528323,0.2000,68,29,54,-44,-70,34
1,528412,0.2000,66,30,54,-40,-68,34
1,528413,0.4000,67,30,54,-42,-68,34
1,528418,0.2000,72,30,54,-52,-68,34
1,528419,0.2000,73,30,54,-54,-68,34
1,528507,0.2000,70,31,54,-48,-66,34
1,528509,0.6000,72,31,54,-52,-66,34
1,528510,0.8000,73,31,54,-54,-66,34
1,528598,0.6000,70,32,54,-48,-64,34
1,528599,0.6000,71,32,54,-50,-64,34
1,528600,0.8000,72,32,54,-52,-64,34
1,528601,1.0000,73,32,54,-54,-64,34
1,528689,0.2000,70,33,54,-48,-62,34
1,528690,0.6000,71,33,54,-50,-62,34
1,528691,1.0000,72,33,54,-52,-62,34
1,528692,1.0000,73,33,54,-54,-62,34
1,528693,0.8000,74,33,54,-56,-62,34
1,528781,0.8000,71,34,54,-50,-60,34
1,528782,0.8000,72,34,54,-52,-60,34
1,528783,0.6000,73,34,54,-54,-60,34
1,528784,1.0000,74,34,54,-56,-60,34
1,528957,0.4000,65,36,54,-38,-56,34
1,528958,0.2000,66,36,54,-40,-56,34
1,537596,0.4000,59,22,55,-26,-84,36
1,537597,1.0000,60,22,55,-28,-84,36
1,537598,1.0000,61,22,55,-30,-84,36
1,537599,0.8000,62,22,55,-32,-84,36
1,537686,1.0000,58,23,55,-24,-82,36
1,537687,1.0000,59,23,55,-26,-82,36
1,537688,1.0000,60,23,55,-28,-82,36
1,537689,1.0000,61,23,55,-30,-82,36
1,537690,0.4000,62,23,55,-32,-82,36
1,537777,0.6000,58,24,55,-24,-80,36
1,537778,0.2000,59,24,55,-26,-80,36
1,537779,0.2000,60,24,55,-28,-80,36
1,537877,0.6000,67,25,55,-42,-78,36
1,537969,0.8000,68,26,55,-44,-76,36
1,537970,1.0000,69,26,55,-46,-76,36
1,538060,0.4000,68,27,55,-44,-74,36
1,538061,1.0000,69,27,55,-46,-74,36
1,538062,0.4000,70,27,55,-48,-74,36
1,538150,0.2000,67,28,55,-42,-72,36
1,538151,0.4000,68,28,55,-44,-72,36
1,538152,1.0000,69,28,55,-46,-72,36
1,538153,0.6000,70,28,55,-48,-72,36
1,538240,0.2000,66,29,55,-40,-70,36
1,538241,0.4000,67,29,55,-42,-70,36
1,538242,0.2000,68,29,55,-44,-70,36
1,538244,0.2000,70,29,55,-48,-70,36
1,538245,0.6000,71,29,55,-50,-70,36
1,538336,0.4000,71,30,55,-50,-68,36
1,538337,0.8000,72,30,55,-52,-68,36
1,538427,0.6000,71,31,55,-50,-66,36
1,538428,1.0000,72,31,55,-52,-66,36
1,538429,0.8000,73,31,55,-54,-66,36
1,538518,0.8000,71,32,55,-50,-64,36
1,538519,1.0000,72,32,55,-52,-64,36
1,538520,1.0000,73,32,55,-54,-64,36
1,538609,1.0000,71,33,55,-50,-62,36
1,538610,1.0000,72,33,55,-52,-62,36
1,538611,1.0000,73,33,55,-54,-62,36
1,538696,0.2000,67,34,55,-42,-60,36
1,538700,0.2000,71,34,55,-50,-60,36
1,538701,0.6000,72,34,55,-52,-60,36
1,538702,0.4000,73,34,55,-54,-60,36
1,538786,0.2000,66,35,55,-40,-58,36
1,538876,1.0000,65,36,55,-38,-56,36
1,538877,0.6000,66,36,55,-40,-56,36
1,547514,1.0000,58,22,56,-24,-84,38
1,547515,0.6000,59,22,56,-26,-84,38
1,547516,0.6000,60,22,56,-28,-84,38
1,547517,0.8000,61,22,56,-30,-84,38
1,547518,0.8000,62,22,56,-32,-84,38
1,547604,1.0000,57,23,56,-22,-82,38
1,547605,1.0000,58,23,56,-24,-82,38
1,547606,1.0000,59,23,56,-26,-82,38
1,547607,0.4000,60,23,56,-28,-82,38
1,547608,0.4000,61,23,56,-30,-82,38
1,547609,0.4000,62,23,56,-32,-82,38
1,547610,0.2000,63,23,56,-34,-82,38
1,547695,1.0000,57,24,56,-22,-80,38
1,547696,1.0000,58,24,56,-24,-80,38
1,547697,0.2000,59,24,56,-26,-80,38
1,547702,0.2000,64,24,56,-36,-80,38
1,547887,1.0000,67,26,56,-42,-76,38
1,547888,1.0000,68,26,56,-44,-76,38
1,547978,0.6000,67,27,56,-42,-74,38
1,547979,1.0000,68,27,56,-44,-74,38
1,547980,1.0000,69,27,56,-46,-74,38
1,548070,0.4000,68,28,56,-44,-72,38
1,548071,1.0000,69,28,56,-46,-72,38
1,548072,0.8000,70,28,56,-48,-72,38
1,548163,0.2000,70,29,56,-48,-70,38
1,548255,0.2000,71,30,56,-50,-68,38
1,548346,0.2000,71,31,56,-50,-66,38
